ID,english,label,pred_english,conf_english
1416,"What a thing, Pandey ji... you nailed it ;)",0,0,"0.9884138703346252,0.011586163192987442"
1417,Rajesh ji is no more...?,0,0,"0.9991857409477234,0.000814264640212059"
1418,"Modi ji isn’t doing anything, just keeps talking like this.",0,0,"0.9931055903434753,0.006894448772072792"
1419,Our vote to AAP.,0,0,"0.9997124075889587,0.00028760277200490236"
1420,"Shekhar ji, you’re a super expert... You have a strong grip on current affairs.",0,0,"0.9980999827384949,0.0019000499742105603"
1421,"Love doesn’t mean in social life that everyone should pray according to every religion, habits and needs are necessary.",0,0,"0.9996405839920044,0.00035936967469751835"
1422,"If these people put this much effort into testing and improving bike design, it would’ve been better.",0,0,"0.9997736811637878,0.00022634826018474996"
1423,"Well said, we’re all with you, Sanjeev Raja.",0,0,"0.9995563626289368,0.0004435816954355687"
1424,"When destruction nears, wisdom fails. The days of our neighbor’s destruction have come. There are also selfish traitors within the country. That’s why it’s taking time. We won’t have to wait long. Salute to the martyrdom of Mother India’s brave sons. May God give strength to their families. Jai Hind. Vande Mataram.",0,0,"0.9992741942405701,0.0007258356781676412"
1425,"You hit the nail on the head, brother.",0,0,"0.9912856221199036,0.00871437881141901"
1426,Expose as much as you want now. No point wasting time again and again.,0,0,"0.9992510676383972,0.0007489095441997051"
1427,"When people travel in the metro, they’ll remember you.",0,0,"0.9992426633834839,0.000757339526899159"
1428,"Mrigaunk Pillai, look at this.",0,0,"0.9988464117050171,0.0011535236844792962"
1429,Stop discrimination.,0,0,"0.9995660185813904,0.00043395088869147"
1430,Something seems fishy...,0,0,"0.9992527365684509,0.0007472200086340308"
1431,Watch live - Recognize the strength of India’s democracy: Prime Minister Narendra Modi.,0,0,"0.9997668862342834,0.00023307872470468283"
1432,"Warm Diwali wishes to you and your entire family. May Mother Lakshmi bless your life with happiness, prosperity, and lots of joy...",0,0,"0.9998087286949158,0.00019126727420371026"
1433,"If there’s a vacancy, we’ll be there.",0,0,"0.9995230436325073,0.0004770144587382674"
1434,We trust you.,0,0,"0.9990479350090027,0.0009520883322693408"
1435,"I’ve never made a voter ID card, but for you, only for you, I’ll make one.",0,0,"0.8377193212509155,0.1622806191444397"
1436,"Let’s go, brother, let’s go... the bike will come tomorrow, its petrol is finished.",0,0,"0.9996206760406494,0.000379265402443707"
1437,"You guys think no action is being taken, not everything can be shared with the media.",0,0,"0.9943324327468872,0.005667529068887234"
1438,"Shera brother, don’t get angry 😂",0,0,"0.9915731549263,0.008426844142377377"
1439,Sleep comes to the mind.,0,0,"0.9990133047103882,0.0009866462787613273"
1440,Good days... have arrived.,0,0,"0.9994414448738098,0.0005585845792666078"
1441,Work talk: And now ICICI Bank has reduced home loan rates #Homeloan.,0,0,"0.9958454966545105,0.004154521506279707"
1442,The army and police should be seen with the same respect.,0,0,"0.9996975660324097,0.0003024175821337849"
1443,It hasn’t gone viral yet... even your college folks aren’t sharing it properly.,0,0,"0.9984731078147888,0.0015268997522071004"
1444,This is exactly the game played with the public. 😃😃😃,0,0,"0.9984176158905029,0.001582341967150569"
1445,No. Wait and see more.,0,0,"0.9993487000465393,0.0006512458203360438"
1446,Trust in your news has completely vanished now.,0,0,"0.9983797073364258,0.001620264956727624"
1447,"It’s your government at the center, Delhi police comes under it.",0,0,"0.9942514896392822,0.00574857834726572"
1448,I really felt it too.,0,0,"0.9853671789169312,0.014632785692811012"
1449,India will learn only when it sees.,0,0,"0.5138168334960938,0.48618313670158386"
1450,"Indian media is showing that two Pakistani posts and seven soldiers were killed, but if you go online and check any Pakistani media channel, there’s nothing like that.",0,0,"0.9991564750671387,0.0008435119525529444"
1451,"People of every religion work according to their customs. If the clerics and priests in India were honest, we’d be at the top in the world today, that’s why we need to educate ourselves and oppose clerics and priests when they say something wrong.",0,0,"0.9997535347938538,0.0002464980643708259"
1452,Speak in Hindi.,0,0,"0.9989117383956909,0.0010882740607485175"
1453,"Yeah, I was just showing it’s cool.",0,0,"0.9972278475761414,0.0027721833903342485"
1454,The much-hyped T20 Cricket World Cup match between India and Pakistan on March 19 might happen in Kolkata instead of Dharamshala. #IndiaVsPakistan,0,0,"0.9959631562232971,0.0040368577465415"
1455,He’s showing it on YouTube from a MacBook 😂😂😂😂😂😂😂😆😆,0,0,"0.998568058013916,0.0014318913454189897"
1456,"Absolutely right comment, Kundan ji.",0,0,"0.9977612495422363,0.0022387399803847075"
1457,There’s a flyover in Sonepat that’s causing a lot of trouble for the public... please raise this issue too.,0,0,"0.9992724061012268,0.0007275787647813559"
1458,Not at all.,0,0,"0.9886123538017273,0.01138763502240181"
1459,There’s no shortage of money... I don’t have an account in India.,0,0,"0.9991992115974426,0.0008008078439161181"
1460,"When the country was divided on the basis of religion, where does this secularism come from?",0,0,"0.9992650151252747,0.0007349635707214475"
1461,"Today, through Mann Ki Baat, PM sir made me feel the things that have passed.",0,0,"0.9986075758934021,0.0013923952355980873"
1462,Hail India.,0,0,"0.9714895486831665,0.028510447591543198"
1463,Efforts are ongoing in Delhi to ensure the mandate doesn’t go to waste: Center.,0,0,"0.9979210495948792,0.0020789189729839563"
1464,"Salman: We are devotees of Bajrang Bali. We’ll die but won’t lie. Judge: Alright... then tell me, who was driving the car that night?",0,0,"0.9878560900688171,0.012143874540925026"
1465,Very loudly! :P,0,0,"0.9827524423599243,0.017247553914785385"
1466,An old poem about Delhi...,0,0,"0.9993127584457397,0.0006872994708828628"
1467,Because you’re already with BJP.,0,0,"0.8327073454856873,0.16729265451431274"
1468,"I came after eating food, by the time this song ends.",0,0,"0.9988709092140198,0.0011290523689240217"
1469,Awesome.,0,0,"0.9994210004806519,0.0005789651768282056"
1470,All of them are standing in line to ride on lies.,0,0,"0.7993764281272888,0.20062360167503357"
1471,"Come to Bihar once, we are with you.",0,0,"0.980645477771759,0.019354594871401787"
1472,Something like this happened in India too with Pakistani supporters... for supporting the Pakistani team.,0,0,"0.9658146500587463,0.03418533876538277"
1473,"Hail India, heartfelt salute to the brave sons of Mother India.",0,0,"0.9997634291648865,0.00023662827152293175"
1474,Give one example of a scheme meant for a specific community.,0,0,"0.9994267225265503,0.000573319848626852"
1475,A suicide car bomb attack in Syria killed 43 people: Report. #Syria,0,0,"0.8877630233764648,0.11223691701889038"
1476,Only AAP.,0,0,"0.9063035845756531,0.09369643032550812"
1477,How many seats will they get??,0,0,"0.9886133670806885,0.01138655561953783"
1478,"Please pay attention! Now anyone can earn thousands of rupees every month from their Android mobile without investing any money. This isn’t a lie. I’m earning 15,000-30,000 rupees every month from this. After you join, I’ll contact you, show all the proof, and explain how to proceed. To join: 1. Go to the Play Store on your Android phone, type Champcash, and install the app. 2. Open the app, click on sign up with Champcash, and fill in your details. 3. When asked for Refer ID of sponsor, enter 9044274. Write this ID (9044274) on a blank paper, you’ll need it later. 4. Complete the challenge, activate your ID, and join the business. ...Hail India...Hail Champcash...",0,0,"0.9960110187530518,0.003988995682448149"
1479,"Prime Minister Narendra Modi is in Tamil Nadu on Friday, i.e., today, and it’s likely that he may meet the state’s Chief Minister Jayalalithaa. However, neither AIADMK nor... #PMModi",0,0,"0.9971092343330383,0.002890736563131213"
1480,"Homik Mittal, IIT folks, brother. 😂👻",0,0,"0.9991090893745422,0.0008908532909117639"
1481,"Check the link first, then talk.",0,0,"0.9994186162948608,0.0005814202013425529"
1482,"Friends, I want to share information about a Digital Smart Work, which anyone can do for free from their mobile and easily earn 10,000 to 50,000 rupees or more every month. What and how to do it: 1) Download the Champcash Money Free app from your mobile’s Play Store. 2) Fill in your details. When it asks for Sponsor/Refer ID, enter 12584116 and verify. 3) A challenge will appear, complete it! Upon doing this, you’ll get 1$ = 62 rupees.",0,0,"0.9996594190597534,0.0003406002651900053"
1483,Very nice.,0,0,"0.9995538592338562,0.000446074380306527"
1484,"Shammi, who said ‘the doors will open on the left,’ made a mistake while reading the news. #HindiDiwas #MainAurMeriHindi",0,0,"0.9814457297325134,0.018554305657744408"
1485,Very sharp answer.,0,0,"0.9989840388298035,0.0010159153025597334"
1486,"Now earn Rs 50,000/month. Work on FB & WhatsApp only, 30 minutes a day. Join Digital World Wide... earn lakhs from home... and give others a chance to earn too... no investment needed... help us uproot unemployment from India... Just send 'JOIN' to this WhatsApp number 8017025376.",0,0,"0.9594472050666809,0.040552835911512375"
1487,"Hare Krishna Hare Krishna, Krishna Krishna Hare Hare | Hare Rama Hare Rama, Rama Rama Hare Hare ||",0,0,"0.9996318817138672,0.0003680932568386197"
1488,"Instead of commenting on the post, write it in the comment list.",0,0,"0.9991363883018494,0.0008635946433059871"
1489,Useless.,0,0,"0.995762288570404,0.004237782675772905"
1490,"Sir, let it stay free.",0,0,"0.9965709447860718,0.003429082687944174"
1491,"Narendra Modi, keep moving forward, we’re all with you.",0,0,"0.9997584223747253,0.00024160684552043676"
1492,Hail Hindi.,0,0,"0.9892386198043823,0.010761364363133907"
1493,If only a Pakistani citizen had written such a letter for a Hindu too...,0,0,"0.5799741744995117,0.4200257956981659"
1494,"Wajid Hasan Khan, convey my regards to your brother... from the heart.",0,0,"0.9930103421211243,0.006989665329456329"
1495,Here come the good days.,0,0,"0.9989482760429382,0.0010517867049202323"
1496,"Saw it, brother... 👍",0,0,"0.9918028712272644,0.008197158575057983"
1497,"What’s going on, brother?",0,0,"0.9984319806098938,0.0015679752686992288"
1498,"Until the case is under consideration in court, it’s not right to consider anyone a criminal.",0,0,"0.9996286630630493,0.0003713125188369304"
1499,"Want to earn Rs. 15,000 - 50,000 by doing a part-time job... Join DIGITAL INDIA... earn lakhs from home... and give others a chance to earn too... no investment... To join: 1) Go to the Play Store on your phone. 2) Type Champcash and install the app. 3) Click on the app, sign up with Champcash, and fill in your details. 4) When asked for sponsor ID, enter 3496747, and create your ID! Install all apps to activate the account. WhatsApp me at 9761583284. ...Hail India...Hail Champcash...",0,0,"0.995425283908844,0.00457470677793026"
1500,"Love marriage specialist +91-9829743797. Share your problem, get a solution! When nothing works elsewhere, find a solution with us. Love marriage, convincing family, getting rid of rivals or enemies, disappointed lovers, contact us. Chat on WhatsApp 9829743797.",0,0,"0.9996973276138306,0.00030271903960965574"
1501,"Nothing will happen... 2-4 days, media, opposition, everyone will make noise, then everything will be normal.",0,0,"0.996856689453125,0.0031433049589395523"
1502,"In this world, all Muslims have one God, and that’s Allah. You have so many gods that even if you worship daily, you won’t repeat a god’s name in a year. And Allah is the God of every Muslim in the world. Your god is limited to India. No one recognizes them abroad.",0,0,"0.9719030261039734,0.028096914291381836"
1503,"ONLINE PART TIME JOB. 100% free, if you want to earn from home. 10,000-15,000/month without investing money, send 'JOIN' to my WhatsApp no. 9025891038.",0,0,"0.9995666146278381,0.00043334634392522275"
1504,Absolutely right.,0,0,"0.9988099336624146,0.0011901180259883404"
1505,"Prime Minister Narendra Modi’s reaction to the general budget, this budget will turn hope into trust.",0,0,"0.9997172951698303,0.00028263754211366177"
1506,"Congress, hope is still alive, there’s still breath left, fight to save humanity in this great country, faith is still alive, today is theirs, tomorrow will be ours, Inshallah.",0,0,"0.998563826084137,0.0014362083747982979"
1507,Right.,0,0,"0.9994720816612244,0.0005279320757836103"
1508,"Congratulations, another piece of trash cleaned up.",0,0,"0.9921976923942566,0.007802315056324005"
1509,"I’m in New Zealand, we also follow every election and the game of words... Spitting at the sky falls back on the spitter...",0,0,"0.9994636178016663,0.000536368926987052"
1510,Salute to the martyrs.,0,0,"0.9994503855705261,0.0005496310768648982"
1511,Give the data from 2013 too.,0,0,"0.9992369413375854,0.0007630327017977834"
1512,"Thank you, we don’t have cable here, but it feels great to have your support on FB. Happiness with BJP’s victory.",0,0,"0.9977688789367676,0.0022311799693852663"
1513,"All the best, Zaheer brother, now the bowling will be spot on.",0,0,"0.993999719619751,0.006000347435474396"
1514,"Right, brother.",0,0,"0.9992536902427673,0.0007462742505595088"
1515,"Everyone has to die one day, that’s the bitter truth of life.",0,0,"0.9989799857139587,0.0010200124233961105"
1516,"Those who talk about the poor, help them! Don’t exploit them like politicians! Modi is working non-stop, and critics are just making noise!",0,0,"0.9993419051170349,0.0006580338231287897"
1517,Congratulations.,0,0,"0.9993025064468384,0.000697474810294807"
1518,"This year’s civil services topper, Ira Singhal’s home is filled with celebration. Ira was selected in 2009 too, but due to physical weakness, she couldn’t get appointed for four years...",0,0,"0.9997041821479797,0.00029582029674202204"
1519,SS Rajamouli’s name will be written in golden letters in the history of films.,0,0,"0.9991476535797119,0.000852306664455682"
1520,"Hey, we’re working on this too... One day, even a small hotel’s pod will come up.",0,0,"0.9994753003120422,0.0005246918881312013"
1521,Saw it on YouTube.,0,0,"0.992130696773529,0.007869317196309566"
1522,"You’re absolutely right, sir.",0,0,"0.998566210269928,0.00143378134816885"
1523,"There’s weight in the words, but some people won’t digest it, haha.",0,0,"0.9992302656173706,0.0007697281544096768"
1524,I don’t know how to dance.,0,0,"0.9930069446563721,0.00699305534362793"
1525,Very well said 😍😍😍,0,0,"0.9989063739776611,0.001093624741770327"
1526,"He doesn’t have a decent answer, so he keeps bringing God and mothers and sisters into everything... because he doesn’t respect anyone.",0,0,"0.9934833645820618,0.0065166158601641655"
1527,Chetan ji said it absolutely right.,0,0,"0.9971741437911987,0.0028258569072932005"
1528,"Madam, they don’t talk about good work, good work is something leaders are told to do, really, leaders should be stopped from functioning, removing reservations doesn’t do anything, every state should have IAS, PCS, education systems, not goons and leaders running things...",0,0,"0.9920950531959534,0.007905003614723682"
1529,The first match of the five-match ODI series between India and Australia will be played today at the Western Australia Cricket Association (WACA) ground in Perth.,0,0,"0.9997833371162415,0.00021668181580025703"
1530,"Please pay attention! Now anyone can earn thousands of rupees every month from their Android mobile without investing any money. This isn’t a lie. I’m earning 15,000-30,000 rupees every month from this. After you join, I’ll contact you, show all the proof, and explain how to proceed. To join: 1. Go to the Play Store on your Android phone, type Champcash, and install the app. 2. Open the app, click on sign up with Champcash, and fill in your details. 3. When asked for Refer ID of sponsor, enter 6803971. Write this ID (6803971) on a blank paper, you’ll need it later. 4. Complete the challenge, activate your ID, and join the business. ...Hail India...Hail Champcash...",0,0,"0.996052086353302,0.003947978839278221"
1531,Support Modi ji for the nation’s interest.,0,0,"0.9994001388549805,0.0005999054410494864"
1532,"Everyone needs a livelihood, brother.",0,0,"0.9996398687362671,0.0003601262578740716"
1533,"Someone rightly said, an arrow shot from a bow and words spoken from the mouth don’t come back... just a single tweet of his started so much hatred on social media against a girl who raised her voice...",0,0,"0.9958437085151672,0.004156326875090599"
1534,"God, Allah, your name, grant wisdom to all, Lord!",0,0,"0.999784529209137,0.00021551027020905167"
1535,"It’s been on Telegram for a while, and I’ve been using the pin option on WhatsApp for two months.",0,0,"0.9997273087501526,0.0002726589736994356"
1536,That was a different era.,0,0,"0.9935583472251892,0.006441678386181593"
1537,"This work requires a 56-inch chest... Next time too, Modi government.",0,0,"0.9578201174736023,0.04217983037233353"
1538,"All three players should get a chance... in the champion’s trophy... Gautam, Robin, Rayna.",0,0,"0.9995830655097961,0.00041698632412590086"
1539,Read: Google’s Doodle salutes the FIFA World Cup.,0,0,"0.9996888637542725,0.0003111822879873216"
1540,"The boy said, don’t lie, grandpa has piles.",0,0,"0.9788672924041748,0.021132728084921837"
1541,Yes.,0,0,"0.9995819926261902,0.0004180109244771302"
1542,"Very well thought, brother, I share the same thinking. If everyone thinks like this, every person will become a true Indian.",0,0,"0.9247423410415649,0.07525762915611267"
1543,"No need to keep money in the bank, friends.",0,0,"0.9986133575439453,0.0013866097433492541"
1544,Why so?,0,0,"0.9990583062171936,0.0009417044348083436"
1545,"No problem, we’re with you from the heart.",0,0,"0.9996033310890198,0.000396740302676335"
1546,This three-year-old girl set a national archery record. Know who she is...,0,0,"0.9994729161262512,0.0005270531983114779"
1547,He’s a powerful guy.,0,0,"0.9965314269065857,0.0034685586579144"
1548,I don’t understand what fun people are finding in this film.,0,0,"0.9979150891304016,0.0020849641878157854"
1549,"If you’re looking for a better job, here’s my mobile number, you can call: 8979713010, WhatsApp: 7837245692. Virendra Singh Panwar.",0,0,"0.9994126558303833,0.0005873139598406851"
1550,"But I want to see a Muslim as PM once, so the world knows we too get respect like Hindus. There’s no post where Muslims don’t participate.",0,0,"0.9992967844009399,0.0007031526765786111"
1551,Very nice.,0,0,"0.9995538592338562,0.000446074380306527"
1552,"Ravi brother, what a thing you’ve said! Great.",0,0,"0.9896425604820251,0.01035749725997448"
1553,"Hahaha, damn, I’m telling you.",0,0,"0.994506299495697,0.005493654403835535"
1554,"Please pay attention! Now anyone can earn thousands of rupees every month from their Android mobile without investing any money. This isn’t a lie. I’m earning 10,000-15,000 rupees every month from this. After you join, I’ll contact you, show all the proof, and explain how to proceed. To join: 1. Go to the Play Store on your Android phone, type Champcash, and install the app. 2. Open the app, click on sign up with Champcash, and fill in your details. 3. When asked for Refer ID of sponsor, enter 10436043. Write this ID (10436043) on a blank paper, you’ll need it later. 4. Complete the challenge, activate your ID, and join the business. ...Hail India...Hail Champcash...",0,0,"0.9940206408500671,0.005979386158287525"
1555,"This is called dying of jealousy, man, what a joke.",0,0,"0.9985142350196838,0.0014858072390779853"
1556,"Keep going, we’re with you, good and great PM.",0,0,"0.9996007084846497,0.0003992724814452231"
1557,What?,0,0,"0.9994912147521973,0.0005088202888146043"
1558,"Brother, my brother is in Kashmir too, and I’m proud of it.",0,0,"0.9997994303703308,0.00020058010704815388"
1559,Right words. The condition of cows at every crossroad isn’t visible to everyone.,0,0,"0.9996129870414734,0.00038705416955053806"
1560,"I don’t know what Modi is doing. I don’t know how to write economy or whatever. But still, for the last 10 years, we endured PMs who didn’t even speak. This one is speaking, and we’re hearing something 'good.' He’s asked for just 50 days. So if we’re not wrong, we should give him a full 365 days.",0,0,"0.9918637275695801,0.008136291056871414"
1561,"The fun that’s in Royal isn’t in Dominar, that’s why he’s not even showing it.",0,0,"0.9917522072792053,0.008247766643762589"
1562,I said the truth isn’t visible to anyone quickly... the blindfold on your eyes won’t let you see...,0,0,"0.958321750164032,0.041678234934806824"
1563,PM Narendra Modi will meet the CEOs of 17 companies in the US today...,0,0,"0.9997596144676208,0.00024037020921241492"
1564,Banks recover loans from poor people but can’t recover from these rich tycoons.,0,0,"0.999576985836029,0.0004229545593261719"
1565,Black curse.,0,1,"0.22536665201187134,0.7746332883834839"
1566,"There’s an extra charge on ATM cards too, which is useless anywhere in the country.",0,0,"0.9991477727890015,0.0008522336720488966"
1567,"When will the money from Swiss bank accounts come back, PM ji?",0,0,"0.984379231929779,0.015620830468833447"
1568,"Camera guys, all the Dominars have arrived, lol.",0,0,"0.8806782960891724,0.11932169646024704"
1569,Martyred soldiers should get 1 crore rupees in aid. Stop giving aid to other countries. Our country’s soldiers are our superheroes.,0,0,"0.9995231628417969,0.00047686236212030053"
1570,No idea what all will happen next...,0,0,"0.9986166954040527,0.0013832715339958668"
1571,"Hail India, not mine, L LLLLLLLLLLL.",0,0,"0.8654820919036865,0.13451790809631348"
1572,Where’s Bangaru?,0,0,"0.9986013770103455,0.0013986582634970546"
1573,"The government should take experts’ advice, only then can positive action happen.",0,0,"0.9993448853492737,0.0006550891557708383"
1574,"Happy birthday, many congratulations and best wishes.",0,0,"0.9997143149375916,0.0002856121282093227"
1575,Well said.,0,0,"0.9995438456535339,0.0004561075766105205"
1576,Need to be taught.,0,0,"0.9992634654045105,0.0007364839548245072"
1577,"Nilanjona Nafisa. Muslims want India’s constitution but according to their wishes, and also Sharia. There should be one law in one country. That’s why the government should implement a uniform civil code. Those who want Sharia law should also be punished according to Sharia, not the constitution. This is only the result of Congress, TMC, CPM, CPI, CPIML’s Muslim appeasement politics.",0,0,"0.5094849467277527,0.4905150532722473"
1578,"My brother is in the army, he’s in Uttarakhand right now.",0,0,"0.99967360496521,0.00032642739824950695"
1579,The Supreme Court extended Jayalalithaa’s bail until April.,0,0,"0.9996734857559204,0.00032654128153808415"
1580,"If you’re unemployed or have a job and want to earn money through a part-time job... Join DIGITAL INDIA... earn lakhs from home... and give others a chance to earn too... no investment... To join: 1) Go to the Play Store on your phone. 2) Type Champcash and install the app. 3) Click on the app, sign up with Champcash, and fill in your details. 4) When asked for sponsor ID, enter 878734, and create your ID! Install all apps for activation of account. WhatsApp me at 8233540595. ...Hail India...",0,0,"0.9975414276123047,0.0024586236104369164"
1581,"Thanks to Yogi for ending corruption, big and small.",0,0,"0.9994614720344543,0.0005385158001445234"
1582,"Have you still not activated REAL MONEY? Namaste friends, first, I’d like to congratulate you for joining an incredible business like REAL MONEY. I called this business incredible because it’s the only one where you can earn lakhs and crores without investing a single penny. I’m not talking nonsense. I’m not a fool to praise REAL MONEY without reason. REAL MONEY is truly a fantastic business that will take you to great heights. Friends, you’ve joined REAL MONEY but haven’t activated it yet, there could be many reasons. 1) I don’t believe it, what if it’s fake? Friends, how can you trust this business without working on it? You have to take the guarantee of whether it’s fake or not. Think, if it was fake, would anyone keep joining for a whole month? If it was fake, would over 10 lakh Indians join this business in just one month? Are they all fools working continuously in it? No, friends, neither are they fools nor is REAL MONEY a fraud. Think, even if REAL MONEY turns out to be a fraud, what has it taken from you? Not a single rupee. In the end, I’d say, trust REAL MONEY blindly, this company isn’t fake. 2) I don’t have enough data, how can I join? Friends, it’s possible you don’t have data. But you’re not going to say you’ll never get a data pack, right? Will you reject such a big business just because of a data pack? You won’t make such a mistake because you’re sensible. And anyway, the data you spend will be earned back as soon as you join. How much data will it take, max 40MB? And you’re getting a 20-rupee bonus. So the money spent on data is covered. Why worry about data then? 3) I don’t have time, I’ll do it later. I’d ask, do you really not have 20-30 minutes? Don’t you get that much time in 24 hours to install 5 apps and become an active member? Friends, a huge business is calling you, if you reject it due to lack of time, it might slip out of your hands. By the time you find time, it might be too late. Friends, download five applications today, become an active member, and dive into a business that will make you a millionaire from home. World’s first company where you only need to install 5 apps for the task. Friends, it’s essential to complete the task in REAL MONEY. Follow the instructions completely while completing the task, only then will your task be completed. INSTRUCTIONS: 1) You’ll see some apps in REAL MONEY’s task bucket, you need to install 5 of them. 2) Click on one app, read the instructions, then install it from the Play Store. Don’t leave the Play Store while installing. 3) Open it and wait for 2-3 minutes (check). Register if asked to. 4) Install 5 apps one by one like this. Don’t uninstall before the duration specified for keeping the app. 5) Then ‘you have completed all tasks’ will appear in your task bucket, and the company will give a 20-rupee task bonus in your wallet. Friends, this company gives fixed income up to 20 levels, so follow the instructions completely, otherwise, your task won’t be completed. Uninstall any apps already installed, then reinstall. Thank you. Jai REAL MONEY. Sponsor ID 24244496, Rajesh Patil mobile 7507770440.",0,0,"0.964875340461731,0.03512467443943024"
1583,"PM Narendra Modi arrived at the Sydney stadium to address a crowd of 16,000 people.",0,0,"0.9997867941856384,0.00021322272368706763"
1584,This is...,0,0,"0.9991649389266968,0.0008351253345608711"
1585,"Install CCTV cameras in every government office, and they should be checked every week.",0,0,"0.9997403025627136,0.0002596419944893569"
1586,Hail victory :-),0,0,"0.9994729161262512,0.0005271213012747467"
1587,They’re all conspiring to drive us crazy... 😂😂,0,0,"0.8877955675125122,0.11220448464155197"
1588,"This is British-made politics to divide us, we won’t be divided anymore. That’s our only hope. Hema taught us an important thing at home, in madrasas, in schools: God is one, and He created everyone. I’m ready to accept that you were taught the same, so how did we and others become different? He created everyone. If we mock someone, we mock the one who created us. It’s just that our thinking becomes different. If thinking becomes one, everyone becomes one.",0,0,"0.9923077821731567,0.007692232728004456"
1589,May God grant peace to their souls.,0,0,"0.999714195728302,0.0002857458603102714"
1590,"Hey, Modi ji, first build a road from Pratapgarh to Mandsaur.",0,0,"0.9995816349983215,0.0004184182034805417"
1591,"Jai Hind, Jai Bharat.",0,0,"0.999188244342804,0.0008117553079500794"
1592,"The regret is that these governments show strength only when in opposition, and after forming the government, they’re happy just condemning.",0,0,"0.999670147895813,0.0003298749215900898"
1593,"Don’t work so hard, let it be... I told you, you won’t see even if it’s shown.",0,0,"0.996147632598877,0.0038523946423083544"
1594,"Damn, I eat so much, but my weight just doesn’t increase...",0,0,"0.9991874098777771,0.000812539248727262"
1595,Hail victory.,0,0,"0.9992015957832336,0.000798391702119261"
1596,With humanity.,0,0,"0.9996969699859619,0.0003030661609955132"
1597,"Requirement of boys and girls in Patanjali Healthcare (by state and district). Helper: 8500+OT+accommodation+food. Supervisor: 12600+OT+accommodation+food (from illiterate to graduate) [UP, Bihar, and other states]. Contact: 7991766327 (WhatsApp).",0,0,"0.9996945858001709,0.0003054001717828214"
1598,"Read the comments below, brother. The public is also causing a lot of chaos.",0,0,"0.9994020462036133,0.0005979320267215371"
1599,Someone give burn oil to those who were celebrating until yesterday. :D,0,0,"0.997407853603363,0.0025921575725078583"
1600,"The loudspeaker was invented in 1934, so where did Allah listen before that?",0,0,"0.9966039657592773,0.003396023064851761"
1601,"The job of a journalist should always be to oppose. Because until there’s criticism, nothing new will happen. So, we need to learn to accept criticism, otherwise, the day isn’t far when your parents scold you, and you think they’re wrong. To save democracy, don’t give up the right to question.",0,0,"0.999036431312561,0.0009635863825678825"
1602,"Job! Job! Job! Now earn 15,000 to 20,000 monthly from home without spending any money. 1) Install Champcash Money Free from the Play Store. 2) Sign Up With Champcash. 3) Enter Refer ID: 5458362. 4) Complete Challenge. Note: After joining, you’ll get training on WhatsApp. Use the same WhatsApp number for registration as requested. My WhatsApp no: 9056294740.",0,0,"0.9980417490005493,0.0019581776577979326"
1603,Some interesting facts about actor Rajkumar on his death anniversary...,0,0,"0.9995872378349304,0.00041281149606220424"
1604,Your comments are extremely bad.,0,0,"0.9840287566184998,0.015971243381500244"
1605,This is a gift from Congress.,0,0,"0.9994198083877563,0.0005802072701044381"
1606,"The problem is with the use of loudspeakers, whether during Navratri, Ganeshotsav, Azaan, political events, parties, or any other festival. Instead of targeting one religion, Sonu Nigam should have objected to the use of loudspeakers by everyone.",0,0,"0.9983888864517212,0.0016111272852867842"
1607,"Please pay attention! Now anyone can earn thousands of rupees every month from their Android mobile without investing any money. This isn’t a lie. I’m earning 10,000-15,000 rupees every month from this. After you join, I’ll contact you, show all the proof, and explain how to proceed. To join: 1. Go to the Play Store on your Android phone, type Champcash, and install the app. 2. Open the app, click on sign up with Champcash, and fill in your details. 3. When asked for Refer ID of sponsor, enter 10436043. Write this ID (10436043) on a blank paper, you’ll need it later. 4. Complete the challenge, activate your ID, and join the business. ...Hail India...Hail Champcash...",0,0,"0.9940206408500671,0.005979386158287525"
1608,"The highest level of security measures remain in place at North Block until the budget is presented in the Lok Sabha. Security in this area involves IB, Delhi Police, and CISF...",0,0,"0.9996702671051025,0.0003297243092674762"
1609,"The first step of Digital India by Prime Minister Narendra Modi. Want to earn Rs. 15,000 - 50,000 by working online from home? Join DIGITAL INDIA... Zero investment... To join: 1) Go to the Play Store on your phone, type Champcash, and install the app. 2) Click on the app, sign up, and fill in your details. 3) When asked for Refer ID of sponsor, enter 740972. 4) Complete the challenge and activate your ID. To join, send 'JOIN' to WhatsApp 9554246649. ...Hail India...Hail Champcash... #champcash",0,0,"0.9668737053871155,0.033126264810562134"
1610,Just a few more days... Good days have arrived...,0,0,"0.9992768168449402,0.0007232360658235848"
1611,"Virat Kohli (107 runs, 126 balls), after scoring a century against Pakistan, fell prey to Sohail Khan. #JeetoIndiaJeeto #IndvsPak",0,0,"0.9472991824150085,0.05270084738731384"
1612,"JOB JOB JOB: I need 50-100 boys and girls who can form a team with me and work from home. The job is only ad posting on Facebook and WhatsApp. You can earn good money in your part-time without investing a single rupee. If interested, send 'JOB' to my WhatsApp (+919555486359). Note: Only those who want to achieve something through hard work should contact me. Those who want something without doing anything, don’t contact me.",0,0,"0.9838013052940369,0.01619875244796276"
1613,"Think, change the country.",0,0,"0.9969221949577332,0.003077724250033498"
1614,This photo was on FB 15 days ago when pics of earthquake damage from different countries were shared. Shame on such media that pits people against each other in their own country.,0,0,"0.9799503087997437,0.020049627870321274"
